##SubID,time,CumHazardObs
48,2,625.359501815352
48,3,1071.95924013441
48,4,1821.21473158066
48,5,2241.21348935859
48,6,2767.03341788455
48,7,4065.91466771502
48,8,4607.51116612198
48,9,5498.13343748928
48,10,5328.28577347481
48,11,7633.63484131298
48,12,9297.71219733166
48,13,9333.8405115382
48,14,9156.238428099
48,15,9237.44076637745
48,16,13714.5673562402
48,17,13998.5856048193
48,18,13740.3275362161
48,19,13280.9463734331
48,20,18294.228029185
48,21,16102.7401875087
48,22,17400.8654839449
48,23,23068.5325912513
48,24,18406.5634308469
49,0,0
49,1,215.643232494028
49,2,540.893119523828
49,3,1007.25888366729
49,4,1432.63413377702
49,5,2280.30927869136
49,6,2500.56427229779
49,7,3372.64017575284
49,8,4408.08364915532
49,9,4870.60943611522
49,10,6592.83927784809
49,11,7160.63301330133
49,12,7184.24399176819
49,13,9578.684505113
49,14,11026.5965057824
49,15,10906.2736143555
49,16,11243.2188086157
49,17,10145.3994345535
49,18,17935.3695447973
49,19,16061.9171370834
49,20,18294.1008383334
49,21,19837.2902265393
49,22,23004.9395089797
49,23,20767.5936190978
49,24,19737.3329745321
